,Node 1,Node 2,OHL Length (km),Cable Length (km),Circuit Type,R (% on 100MVA),X (% on 100MVA),B (% on 100MVA),Winter Rating (MVA),Spring Rating (MVA),Summer Rating (MVA),Autumn Rating (MVA),Dataframe,OFTO,Station,Voltage (kV),Year,Status,Wind Farm,Interconnection Type,Rated DC Voltage (kV),Rated AC Voltage (kV)
486,FALL4-,SMEA4R,31.1,0.0,OHL,0.0414,0.6133,18.3526,2470.0,2350.0,2150.0,2350.0,spt_circuits,,,,,,,,,
487,FINN1Q,PART1Q,0.0,2.813,Cable,0.0563,0.1582,4.0035,171.0,152.0,152.0,152.0,spt_circuits,,,,,,,,,
488,FINN1R,PART1R,0.0,2.845,Cable,0.057,0.16,4.0491,171.0,152.0,152.0,152.0,spt_circuits,,,,,,,,,
489,GARB1Q,HELE1-,15.313,0.0,OHL,1.3875,3.4126,0.7803,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
490,GARB1R,STLE1-,26.909,0.0,OHL,2.4383,5.997,1.3713,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
491,GARB1S,GARE1S,5.03,0.0,OHL,0.4558,1.1211,0.2564,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
492,GARB1T,GARE1T,5.061,0.0,OHL,0.4586,1.1279,0.2579,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
493,GARE1S,WHTL1S,1.68,0.0,OHL,0.2125,0.3513,0.0919,100.0,94.0,80.0,94.0,spt_circuits,,,,,,,,,
494,GARE1S,WIYH1-,35.082,0.33,Composite,3.1938,7.8537,2.4208,109.0,105.0,101.0,105.0,spt_circuits,,,,,,,,,
495,GARE1T,WHTL1T,1.67,0.0,OHL,0.2112,0.3492,0.0913,100.0,94.0,80.0,94.0,spt_circuits,,,,,,,,,
496,GARE1T,WIYH1-,34.74,0.162,Composite,3.1552,7.7595,2.0813,109.0,105.0,101.0,105.0,spt_circuits,,,,,,,,,
497,GLGL1Q,SAKN1-,0.0,9.0,Cable,0.2541,0.5842,11.0847,166.0,166.0,166.0,166.0,spt_circuits,,,,,,,,,
498,GLGL3-,SNQR3-,0.0,2.3,Cable,0.6364,2.0111,0.2699,30.0,30.0,30.0,30.0,spt_circuits,,,,,,,,,
499,GLGL3-,WHLL3-,0.0,1.2,Cable,0.332,1.752,0.1408,30.0,30.0,30.0,30.0,spt_circuits,,,,,,,,,
500,GLLU1Q,NETS1-,22.0,0.0,OHL,2.0091,5.2246,1.0696,49.0,49.0,49.0,49.0,spt_circuits,,,,,,,,,
501,GLLU1R,NETS1-,22.0,0.0,OHL,2.0091,5.2246,1.0696,57.0,57.0,57.0,57.0,spt_circuits,,,,,,,,,
502,GLNI1-,MOSM1A,1.41,0.09,Composite,0.0651,0.2344,0.3797,265.0,246.0,212.0,246.0,spt_circuits,,,,,,,,,
503,GLNI1-,MOSM1B,1.41,0.11,Composite,0.0654,0.2362,0.4421,265.0,246.0,212.0,246.0,spt_circuits,,,,,,,,,
504,GLNI1-,REDH1-,10.547,0.0,OHL,0.9555,2.3056,0.552,161.0,154.0,141.0,154.0,spt_circuits,,,,,,,,,
505,GLNI1-,WFIE1B,7.11,0.0,OHL,0.5359,1.6524,0.3546,332.0,318.0,294.0,318.0,spt_circuits,,,,,,,,,
506,GOVA1Q,HAGR1Q,0.0,4.04,Cable,0.2097,0.252,6.0812,70.0,64.0,64.0,64.0,spt_circuits,,,,,,,,,
507,GOVA1Q,PAIS1Q,4.52,4.03,Composite,0.2635,1.0894,8.2673,125.0,113.0,110.0,113.0,spt_circuits,,,,,,,,,
508,GOVA1R,HAGR1R,0.0,4.11,Cable,0.187,0.225,3.587,69.0,64.0,64.0,64.0,spt_circuits,,,,,,,,,
509,GRMO3A,GRMO3C,0.0,1.0,Cable,0.017,0.047,0.066,1000.0,1000.0,1000.0,1000.0,spt_circuits,,,,,,,,,
510,GRMO3A,GRMO3C,0.0,1.0,Cable,0.012,0.035,0.049,1000.0,1000.0,1000.0,1000.0,spt_circuits,,,,,,,,,
511,GRNA4-,GRNA4C,0.0,0.0,Series Capacitor,0.0,0.729,0.0,2771.0,2771.0,2771.0,2771.0,spt_circuits,,,,,,,,,
512,HARE1-,MOFF1-,0.0,15.33,Cable,0.304,1.375,21.563,184.0,184.0,184.0,184.0,spt_circuits,,,,,,,,,
513,HARR3-,KYPE3A,0.0,0.5,Cable,0.0692,0.2186,0.1174,40.0,38.0,38.0,38.0,spt_circuits,,,,,,,,,
514,HELE1-,WIYH1-,24.799,0.182,Composite,2.2553,5.5463,1.6125,109.0,105.0,101.0,105.0,spt_circuits,,,,,,,,,
515,HUCS4-,HUNE4-,0.0,0.675,Cable,0.0003,0.009,7.5055,1448.0,1448.0,1448.0,1448.0,spt_circuits,,,,,,,,,
516,HUCS4-,HUNE4-,0.0,0.665,Cable,0.0003,0.0089,7.3943,1448.0,1448.0,1448.0,1448.0,spt_circuits,,,,,,,,,
517,HUER4-,HUNE4-,0.0,0.25,Cable,0.0001,0.001,0.7263,2770.0,2770.0,2770.0,2770.0,spt_circuits,,,,,,,,,
518,HUER4-,HUNE4-,0.0,0.25,Cable,0.0001,0.001,0.7263,2770.0,2770.0,2770.0,2770.0,spt_circuits,,,,,,,,,
519,HUNE4-,HUNN4A,0.0,0.259,Cable,0.0008,0.0027,1.7445,607.0,607.0,607.0,607.0,spt_circuits,,,,,,,,,
520,HUNE4-,HUNN4B,0.0,0.177,Cable,0.0005,0.0019,1.1922,607.0,607.0,607.0,607.0,spt_circuits,,,,,,,,,
521,HUNE4-,NEIL4Q,35.198,0.0,OHL,0.0698,0.7107,20.1582,1390.0,1280.0,1110.0,1280.0,spt_circuits,,,,,,,,,
522,HUNE4-,NEIL4R,34.97,0.0,OHL,0.0694,0.7061,20.0274,1390.0,1280.0,1110.0,1280.0,spt_circuits,,,,,,,,,
523,HUNF1Q,KILW1R,12.85,3.06,Composite,0.6051,3.1847,6.8629,146.0,146.0,145.0,146.0,spt_circuits,,,,,,,,,
524,HUNF1R,SACO1R,8.572,3.04,Composite,0.4354,2.2253,6.6009,146.0,146.0,145.0,146.0,spt_circuits,,,,,,,,,
525,HUNN2A,HUNN2C,0.0,3.356,Cable,0.0212,0.1068,11.7957,240.0,240.0,240.0,240.0,spt_circuits,,,,,,,,,
526,HUNN2B,HUNN2D,0.0,3.413,Cable,0.0216,0.1087,11.9781,240.0,240.0,240.0,240.0,spt_circuits,,,,,,,,,
527,INVB2A,INVR2-,0.0,1.0,Cable,0.0,0.011,0.0,1000.0,1000.0,1000.0,1000.0,spt_circuits,,,,,,,,,
528,INVB2B,INVR2-,0.0,1.0,Cable,0.0,0.011,0.0,1000.0,1000.0,1000.0,1000.0,spt_circuits,,,,,,,,,
529,INVR2-,WIYH2-,55.6,0.0,OHL,0.2351,2.2709,15.4613,570.0,570.0,570.0,570.0,spt_circuits,,,,,,,,,
530,INWI1Q,TORN1-,0.0,1.15,Cable,0.038,0.061,2.365,115.0,104.0,104.0,104.0,spt_circuits,,,,,,,,,
531,INWI1R,TORN1-,0.0,1.12,Cable,0.038,0.061,2.365,115.0,104.0,104.0,104.0,spt_circuits,,,,,,,,,
532,JUNA1T,KILW1Q,12.418,0.0,OHL,0.4909,2.779,0.643,146.0,146.0,146.0,146.0,spt_circuits,,,,,,,,,
533,JUNA1T,SACO1Q,8.14,0.0,OHL,0.3218,1.8217,0.4215,151.0,151.0,151.0,151.0,spt_circuits,,,,,,,,,
534,JUNB1-,JUNV1-,1.0,0.0,OHL,0.0,0.0001,0.0,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
535,KAIM2-,SMEA2-,8.78,0.0,OHL,0.0374,0.3629,2.4323,1300.0,1230.0,1150.0,1230.0,spt_circuits,,,,,,,,,
536,KAIM2-,WHHO2Q,0.0,6.455,Cable,0.0415,0.1456,20.1821,276.0,240.0,240.0,240.0,spt_circuits,,,,,,,,,
537,KAIM2-,WHHO2R,0.0,6.297,Cable,0.0405,0.1421,19.6881,276.0,240.0,240.0,240.0,spt_circuits,,,,,,,,,
538,KAIM3-,KAIM3A,0.0,0.0,Series Reactor,0.0625,13.5546,0.0,120.0,120.0,120.0,120.0,spt_circuits,,,,,,,,,
539,KAIM3-,KAIM3B,0.0,0.0,Series Reactor,0.0624,13.55,0.0,120.0,120.0,120.0,120.0,spt_circuits,,,,,,,,,
540,KIER1Q,WIYH1-,2.089,4.183,Composite,0.3881,0.9293,7.6165,100.0,80.0,60.0,80.0,spt_circuits,,,,,,,,,
541,KIER1R,WIYH1-,2.089,4.095,Composite,0.3833,0.9197,7.4585,100.0,80.0,60.0,80.0,spt_circuits,,,,,,,,,
542,KILB1Q,WIYH1-,0.0,3.38,Cable,0.098,0.209,4.333,139.0,126.0,113.0,126.0,spt_circuits,,,,,,,,,
543,KILB1R,WIYH1-,0.0,3.29,Cable,0.115,0.199,8.02,139.0,126.0,113.0,126.0,spt_circuits,,,,,,,,,
544,KILG2-,MAHI2-,0.0,14.0,Cable,0.0719,0.2998,53.9497,352.0,290.0,290.0,290.0,spt_circuits,,,,,,,,,
545,KILS1-,MEAD1-,12.57,0.0,OHL,0.874,2.581,2.166,162.0,154.0,141.0,154.0,spt_circuits,,,,,,,,,
546,KILS2-,KILT2Q,3.56,0.29,Composite,0.0175,0.154,2.0858,204.0,177.0,177.0,177.0,spt_circuits,,,,,,,,,
547,KILS2-,KILT2R,3.56,0.33,Composite,0.0178,0.1548,2.24,204.0,177.0,177.0,177.0,spt_circuits,,,,,,,,,
548,KILS4-,STHA4A,34.948,0.0,OHL,0.0712,0.7173,19.8386,2000.0,1920.0,1790.0,1920.0,spt_circuits,,,,,,,,,
549,KILS4T,STHA4B,34.948,0.0,OHL,0.0712,0.7173,19.8386,2000.0,1920.0,1790.0,1920.0,spt_circuits,,,,,,,,,
550,KILW1Q,MEAD1-,13.8,0.0,OHL,0.7331,2.9941,0.732,146.0,146.0,138.0,146.0,spt_circuits,,,,,,,,,
551,KILW1R,MEAD1-,13.8,0.0,OHL,0.7331,2.9941,0.732,146.0,146.0,138.0,146.0,spt_circuits,,,,,,,,,
552,LAMB2-,LAMB2T,0.001,0.0,OHL,0.0,0.0,0.0,1120.0,1060.0,990.0,1060.0,spt_circuits,,,,,,,,,
553,LAMB2-,PORD2Q,3.94,0.0,OHL,0.0182,0.1701,1.0531,955.0,885.0,760.0,885.0,spt_circuits,,,,,,,,,
554,LAMB2-,PORD2R,3.94,0.177,Composite,0.0192,0.1721,2.1551,300.0,300.0,300.0,300.0,spt_circuits,,,,,,,,,
555,LEVE1Q,LEVT1Q,2.16,0.0,OHL,0.1957,0.4852,0.1093,143.0,142.0,128.0,142.0,spt_circuits,,,,,,,,,
556,LEVE1R,LEVT1R,2.26,0.0,OHL,0.2048,0.5083,0.1143,143.0,142.0,128.0,142.0,spt_circuits,,,,,,,,,
557,LEVT1Q,REDH1-,8.61,0.0,OHL,0.7803,1.9339,0.4357,143.0,142.0,128.0,142.0,spt_circuits,,,,,,,,,
558,LEVT1R,WFIE1B,18.707,0.0,OHL,1.588,4.18,0.9537,143.0,142.0,128.0,142.0,spt_circuits,,,,,,,,,
559,LOAN2-,WFIE2-,29.169,0.154,Composite,0.1319,1.2141,9.3165,760.0,620.0,620.0,620.0,spt_circuits,,,,,,,,,
560,MAHI3-,TRLO3-,8.722,5.5,Composite,12.1114,32.1139,0.6017,40.0,30.0,30.0,30.0,spt_circuits,,,,,,,,,
561,MAYB1-,MAYT1T,12.59,0.31,Composite,1.1567,3.0101,0.9444,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
562,MEAD1-,MEAD1Q,0.0,1.0,Cable,0.023,0.032,0.314,100.0,100.0,100.0,100.0,spt_circuits,,,,,,,,,
563,MEAD1-,MEAD1R,0.0,1.0,Cable,0.023,0.032,0.314,100.0,100.0,100.0,100.0,spt_circuits,,,,,,,,,
564,MINN3-,MOFF3A,0.0,12.34,Cable,4.1636,17.1281,1.314,31.0,29.0,29.0,29.0,spt_circuits,,,,,,,,,
565,MOFF4-,MOFF4C,0.0,0.0,Series Capacitor,0.0,0.729,0.0,2771.0,2771.0,2771.0,2771.0,spt_circuits,,,,,,,,,
566,MOSH1Q,MOSM1A,0.0,1.03,Cable,0.048,0.063,2.012,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
567,MOSH1R,MOSM1B,0.0,0.96,Cable,0.044,0.057,1.826,132.0,123.0,106.0,123.0,spt_circuits,,,,,,,,,
568,NEAR2R,WISH2-,16.1,0.0,OHL,0.0726,0.655,4.4712,285.0,285.0,285.0,285.0,spt_circuits,,,,,,,,,
569,NECU1-,SOKY1-,0.0,4.5,Cable,0.0292,0.2677,7.8824,242.0,223.0,192.0,223.0,spt_circuits,,,,,,,,,
570,NEIL1-,NEIL1C,0.0,0.32,Cable,0.0,0.0126,0.0,416.0,389.0,389.0,389.0,spt_circuits,,,,,,,,,
571,NEIL1-,PAIS1Q,8.29,0.29,Composite,0.1643,1.4877,1.704,268.0,268.0,268.0,268.0,spt_circuits,,,,,,,,,
572,NEIL1-,PAIS1R,8.31,0.31,Composite,0.1648,1.493,1.7861,268.0,268.0,268.0,268.0,spt_circuits,,,,,,,,,
573,NEIL2-,NEIL2C,0.0,0.2,Cable,0.0007,0.003,1.492,1140.0,945.0,945.0,945.0,spt_circuits,,,,,,,,,
574,NEIL2-,WIYH2R,25.453,0.0,OHL,0.1093,1.0873,6.9047,1380.0,1320.0,1230.0,1320.0,spt_circuits,,,,,,,,,
575,PAIS1Q,PAIS1S,1.87,0.0,OHL,0.0366,0.3302,0.1197,460.0,425.0,365.0,425.0,spt_circuits,,,,,,,,,
576,PAIS1R,PAIS1T,1.87,0.0,OHL,0.0366,0.3302,0.1197,460.0,425.0,365.0,425.0,spt_circuits,,,,,,,,,
577,POOB2Q,SHRU2Q,0.0,4.96,Cable,0.032,0.103,30.572,270.0,270.0,270.0,270.0,spt_circuits,,,,,,,,,
578,POOB2Q,SMEA2-,7.79,0.19,Composite,0.0335,0.3227,2.9788,360.0,300.0,240.0,300.0,spt_circuits,,,,,,,,,
579,POOB2R,SHRU2R,0.0,4.96,Cable,0.032,0.103,30.572,270.0,270.0,270.0,270.0,spt_circuits,,,,,,,,,
580,POOB2R,SMEA2-,7.79,0.19,Composite,0.0335,0.3227,2.9788,360.0,300.0,240.0,300.0,spt_circuits,,,,,,,,,
581,PORD2Q,WGEO2Q,0.0,1.83,Cable,0.017,0.056,12.236,305.0,198.0,198.0,198.0,spt_circuits,,,,,,,,,
582,PORD2R,WGEO2R,0.0,2.15,Cable,0.014,0.049,10.691,305.0,198.0,198.0,198.0,spt_circuits,,,,,,,,,
583,REDH1-,WFIE1A,10.097,0.0,OHL,0.8077,2.2461,0.5179,157.0,152.0,141.0,152.0,spt_circuits,,,,,,,,,
584,STIR1S,WFIE1A,37.6,5.816,Composite,3.218,9.4053,8.7867,162.0,130.0,130.0,130.0,spt_circuits,,,,,,,,,
585,STLE1-,WIYH1-,12.892,0.291,Composite,1.1813,2.9041,1.2141,109.0,105.0,101.0,105.0,spt_circuits,,,,,,,,,
586,WHTB1S,WHTL1S,2.05,0.0,OHL,0.2593,0.4287,0.1121,100.0,94.0,80.0,94.0,spt_circuits,,,,,,,,,
587,WHTB1T,WHTL1T,2.05,0.0,OHL,0.2593,0.4287,0.1121,100.0,94.0,80.0,94.0,spt_circuits,,,,,,,,,
588,WIYH2-,WIYH2R,0.0,0.0,Series Reactor,0.005,1.5,0.0,1000.0,1000.0,1000.0,1000.0,spt_circuits,,,,,,,,,
589,ABHA4A,EXET41,48.785,0.0,OHL,0.0778,0.9831,27.9792,2078,2078.0,2078.0,2078.0,nget_circuits,,,,,,,,,
590,ABHA4A,LAGA41,26.121,0.0,OHL,0.0417,0.5027,15.6941,2423,2327.0,2168.0,2327.0,nget_circuits,,,,,,,,,
591,ABHA4B,EXET41,49.051,0.0,OHL,0.0783,0.9885,28.1313,1389,1284.0,1108.0,1284.0,nget_circuits,,,,,,,,,
592,ABHA4B,LAGA41,26.121,0.0,OHL,0.0417,0.5027,15.6941,1389,1284.0,1108.0,1284.0,nget_circuits,,,,,,,,,
593,ABTH21,COWT2A,13.318,0.0,OHL,0.0503,0.5449,3.758,932,879.0,790.0,879.0,nget_circuits,,,,,,,,,
594,ABTH21,PYLE21,35.388,0.0,OHL,0.1819,1.4523,9.9528,932,879.0,790.0,879.0,nget_circuits,,,,,,,,,
595,ABTH21,TREM21,46.451,0.0,OHL,0.2267,2.1393,11.8321,682,629.0,538.0,629.0,nget_circuits,,,,,,,,,
596,ABTH21,UPPB21,26.996,0.0,OHL,0.1234,1.1426,7.3237,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
597,ABTH21,UPPB22,27.035,0.547,Composite,0.1245,1.1595,13.2801,772,772.0,595.0,595.0,nget_circuits,,,,,,,,,
598,ALDW21,BRIN21,17.961,0.0,OHL,0.1442,0.7628,4.8487,626,591.0,535.0,591.0,nget_circuits,,,,,,,,,
599,ALDW21,WMEL21,8.96,0.0,OHL,0.0409,0.3891,2.3695,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
600,ALVE4A,INDQ41,97.176,0.0,OHL,0.2121,1.9367,56.1415,1389,1284.0,1108.0,1284.0,nget_circuits,,,,,,,,,
601,ALVE4A,TAUN41,73.293,0.0,OHL,0.117,1.477,42.0344,1389,1284.0,1108.0,1284.0,nget_circuits,,,,,,,,,
602,ALVE4B,INDQ41,97.294,0.0,OHL,0.2123,1.9391,56.209,1389,1284.0,1108.0,1284.0,nget_circuits,,,,,,,,,
603,ALVE4B,TAUN42,73.298,0.0,OHL,0.117,1.4771,42.0372,1389,1284.0,1108.0,1284.0,nget_circuits,,,,,,,,,
604,AMEM4A,ECLA41,35.315,0.0,OHL,0.0642,0.7026,20.4666,2009,1911.0,1746.0,1911.0,nget_circuits,,,,,,,,,
605,AMEM4A,IVER4A,20.256,0.0,OHL,0.0368,0.403,11.7392,2009,1911.0,1746.0,1911.0,nget_circuits,,,,,,,,,
606,AMEM4B,ECLA41,35.315,0.0,OHL,0.0642,0.7026,20.4666,2032,1933.0,1766.0,1933.0,nget_circuits,,,,,,,,,
607,AMEM4B,IVER4B,20.256,0.0,OHL,0.0368,0.403,11.7392,2032,1933.0,1766.0,1933.0,nget_circuits,,,,,,,,,
608,AXMI41,CHIC4A,30.7,8.8,Composite,0.0379,0.6609,130.8219,2779,2568.0,2217.0,2568.0,nget_circuits,,,,,,,,,
609,AXMI41,EXET41,36.184,0.0,OHL,0.0404,0.6915,21.9115,2779,2568.0,2217.0,2568.0,nget_circuits,,,,,,,,,
610,BAGB21,MAGA21,12.629,1.389,parallel Composite,0.0435,0.5216,17.0509,1204,1115.0,1018.0,1115.0,nget_circuits,,,,,,,,,
611,BAGB21,SWAN21,18.21,1.439,parallel Composite,0.0625,0.7488,19.1165,1548,1548.0,1431.0,1431.0,nget_circuits,,,,,,,,,
612,BARK21,REBR22,10.879,0.0,OHL,0.0411,0.4451,3.0706,1129,1081.0,1000.0,1081.0,nget_circuits,,,,,,,,,
613,BARK22,REBR21,10.854,0.0,OHL,0.041,0.4441,3.0636,1205,1127.0,1044.0,1127.0,nget_circuits,,,,,,,,,
614,BARK41,CHUE4A,13.654,0.0,OHL,0.0213,0.2629,8.1589,3102,3048.0,2958.0,3048.0,nget_circuits,,,,,,,,,
615,BARK41,CHUE4B,13.654,0.0,OHL,0.0213,0.2629,8.1589,3102,3048.0,2958.0,3048.0,nget_circuits,,,,,,,,,
616,BARK41,WHAM41,9.662,0.124,Composite,0.0156,0.1915,10.4541,2009,1909.0,1710.0,1909.0,nget_circuits,,,,,,,,,
617,BARK41,WHAM41,9.662,0.0,OHL,0.0155,0.191,5.6429,2009,1911.0,1746.0,1911.0,nget_circuits,,,,,,,,,
618,BARK41,WTHU4A,15.872,0.0,OHL,0.0289,0.3158,9.1985,2009,1911.0,1746.0,1911.0,nget_circuits,,,,,,,,,
619,BARK41,WTHU4B,15.872,0.0,OHL,0.0289,0.3158,9.1985,2009,1911.0,1746.0,1911.0,nget_circuits,,,,,,,,,
620,BEDD21,CHSI21,17.836,0.286,Composite,0.068,0.7365,7.9729,944,882.0,762.0,835.0,nget_circuits,,,,,,,,,
621,BEDD21,WIMB21,8.5,0.968,Composite,0.0409,0.3915,11.7005,859,827.0,623.0,694.0,nget_circuits,,,,,,,,,
622,BEDD22,CHSI21,17.836,0.137,Composite,0.0677,0.7328,6.4221,762,762.0,662.0,662.0,nget_circuits,,,,,,,,,
623,BEDD23,WIMB2A,8.5,0.582,Composite,0.0398,0.3821,8.4754,995,930.0,728.0,806.0,nget_circuits,,,,,,,,,
624,BEDD4A,ROWD42,0.0,10.1,Cable,0.0071,0.1292,121.8435,1275,1213.0,1084.0,1213.0,nget_circuits,,,,,,,,,
625,BEDD4B,ROWD41,0.0,10.1,Cable,0.0069,0.1275,124.3819,1275,1213.0,1084.0,1213.0,nget_circuits,,,,,,,,,
626,BESW21,COVE21,18.668,0.0,OHL,0.0853,0.7901,5.0645,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
627,BESW21,COVE21,18.668,0.0,OHL,0.0853,0.7901,5.0645,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
628,BESW21,FECK21,35.814,0.0,OHL,0.1425,1.5095,9.7917,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
629,BESW21,OCKH21,56.939,0.731,Composite,0.2318,2.4208,22.7971,819,819.0,638.0,638.0,nget_circuits,,,,,,,,,
630,BICF41,SPLN41,20.109,0.0,OHL,0.0191,0.355,13.187,3156,3032.0,2823.0,3032.0,nget_circuits,,,,,,,,,
631,BICF41,WALP41,37.775,0.0,OHL,0.0335,0.6488,25.3895,3189,3063.0,2853.0,3063.0,nget_circuits,,,,,,,,,
632,BICF41,WBUR41,65.55,0.0,OHL,0.0581,1.1259,44.059,3326,3160.0,2971.0,3160.0,nget_circuits,,,,,,,,,
633,BICF41,WBUR42,65.55,0.0,OHL,0.0581,1.1259,44.059,3326,3160.0,2971.0,3160.0,nget_circuits,,,,,,,,,
634,BIRK21,CAPE21,15.448,0.0,OHL,0.0703,0.6839,4.0052,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
635,BIRK21,CAPE21,15.448,0.0,OHL,0.0703,0.6839,4.0052,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
636,BIRK21,LISD2A,0.0,12.891,Cable,0.0271,0.2978,125.0427,817,817.0,739.0,739.0,nget_circuits,,,,,,,,,
637,BISW21,FECK21,22.83,0.0,OHL,0.0938,0.9633,6.2301,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
638,BISW21,KITW21,27.111,0.0,OHL,0.1054,1.1236,7.5448,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
639,BISW21,KITW21,24.226,0.0,OHL,0.0932,1.0024,6.7545,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
640,BISW21,PENN21,30.172,0.0,OHL,0.1233,1.2726,8.2379,1040,1031.0,762.0,762.0,nget_circuits,,,,,,,,,
641,BLYT21,STEW21,26.779,0.0,OHL,0.1472,1.3916,5.9965,682,629.0,538.0,629.0,nget_circuits,,,,,,,,,
642,BLYT21,STEW21,26.711,0.0,OHL,0.1469,1.388,5.9813,682,629.0,538.0,629.0,nget_circuits,,,,,,,,,
643,BLYT21,TYNE21,16.818,0.0,OHL,0.0742,0.7144,4.5642,1360,1310.0,1220.0,1310.0,nget_circuits,,,,,,,,,
644,BLYT41,MEDB4A,26.636,0.121,Composite,0.0426,0.514,18.0175,2199,2092.0,1911.0,2092.0,nget_circuits,,,,,,,,,
645,BLYT41,MEDB4B,26.636,0.49,Composite,0.0429,0.5194,24.1171,2199,2092.0,1911.0,2092.0,nget_circuits,,,,,,,,,
646,BODE41,PENM4A,0.0,0.8,Cable,0.0008,0.0094,7.6404,1056,1056.0,980.0,980.0,nget_circuits,,,,,,,,,
647,BODE41,PENM4B,0.5,0.0,OHL,0.0005,0.0087,0.3284,2771,2695.0,2510.0,2695.0,nget_circuits,,,,,,,,,
648,BOLN41,LOVE41,64.774,0.0,OHL,0.0703,1.1266,42.6998,3102,2935.0,2765.0,2935.0,nget_circuits,,,,,,,,,
649,BOLN41,LOVE41,64.774,0.0,OHL,0.0703,1.1266,42.6998,2771,2771.0,2765.0,2771.0,nget_circuits,,,,,,,,,
650,BOLN41,NINF41,51.404,0.0,OHL,0.0558,0.8941,33.8862,3102,2935.0,2765.0,2935.0,nget_circuits,,,,,,,,,
651,BOTW41,CHIL41,7.479,0.0,OHL,0.0066,0.1285,5.027,3341,3160.0,2971.0,3160.0,nget_circuits,,,,,,,,,
652,BOTW41,LOVE41,14.672,0.0,OHL,0.013,0.252,9.8617,3341,3160.0,2971.0,3160.0,nget_circuits,,,,,,,,,
653,BRAW21,ELLA21,16.802,0.081,Composite,0.0769,0.7134,5.4384,762,762.0,619.0,619.0,nget_circuits,,,,,,,,,
654,BRAW21,KIRK21,17.279,4.547,Composite,0.0844,0.855,54.1379,762,762.0,619.0,619.0,nget_circuits,,,,,,,,,
655,BRAW21,MONF21,51.155,0.0,OHL,0.1174,1.8824,15.9388,1204,1115.0,1018.0,1115.0,nget_circuits,,,,,,,,,
656,BRAW4A,PADI41,59.3,0.0,OHL,0.0754,1.1321,35.9226,2470,2350.0,2146.0,2350.0,nget_circuits,,,,,,,,,
657,BRED21,MACC21,19.612,0.0,OHL,0.0768,0.8127,5.4608,948,882.0,753.0,753.0,nget_circuits,,,,,,,,,
658,BRED21,SMAN21,10.004,5.629,parallel Composite,0.0513,0.4604,46.762,865,865.0,749.0,749.0,nget_circuits,,,,,,,,,
659,BRED21,STAL21,15.054,0.0,OHL,0.0665,0.6343,4.1113,1093,1031.0,925.0,1031.0,nget_circuits,,,,,,,,,
660,BRFO41,NORM41,61.576,0.1,Composite,0.0983,1.242,37.3151,1590,1500.0,1346.0,1500.0,nget_circuits,,,,,,,,,
661,BRFO41,NORM41,61.576,0.1,Composite,0.0983,1.242,37.3151,1590,1500.0,1346.0,1500.0,nget_circuits,,,,,,,,,
662,BRIM2A,TOTT23,7.437,0.311,Composite,0.0345,0.3234,5.3982,1085,1031.0,925.0,1031.0,nget_circuits,,,,,,,,,
663,BRIM2A,WALX22,5.865,0.0,OHL,0.0268,0.2482,1.5911,1093,1031.0,925.0,1031.0,nget_circuits,,,,,,,,,
664,BRIM2B,TOTT22,7.305,0.393,Composite,0.0341,0.3201,6.2537,1085,1031.0,925.0,1031.0,nget_circuits,,,,,,,,,
665,BRIM2B,WALX22,5.997,0.0,OHL,0.0274,0.2538,1.6269,1093,1031.0,925.0,1031.0,nget_circuits,,,,,,,,,
666,BRIN21,CHTE21,22.464,0.22,Composite,0.0519,0.8305,9.3505,934,934.0,753.0,753.0,nget_circuits,,,,,,,,,
667,BRIN21,JORD21,13.257,1.489,Composite,0.0647,0.5918,16.0432,557,557.0,499.0,499.0,nget_circuits,,,,,,,,,
668,BRIN21,NORL2A,13.257,2.845,Composite,0.0708,0.6085,24.8202,419,419.0,381.0,381.0,nget_circuits,,,,,,,,,
669,BRIN21,TEMP21,2.757,0.0,OHL,0.0126,0.117,0.7458,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
670,BRIN21,TEMP22,2.757,0.0,OHL,0.0126,0.117,0.7458,955,882.0,762.0,882.0,nget_circuits,,,,,,,,,
671,BRIN22,CHTE21,22.375,0.0,OHL,0.0513,0.8236,6.9689,1204,1115.0,1018.0,1115.0,nget_circuits,,,,,,,,,
672,BRIN22,THUR21,5.704,0.0,OHL,0.0599,0.2384,1.5621,626,591.0,535.0,591.0,nget_circuits,,,,,,,,,
